// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 4 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Users\jeliknes\source\repos\IQueryableExpressionExamples\CtorPerformance\bin\Release\net5.0\97c3b19d-9666-4988-a5ee-980494c3042b
// command took 1.89s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Users\jeliknes\source\repos\IQueryableExpressionExamples\CtorPerformance\bin\Release\net5.0\97c3b19d-9666-4988-a5ee-980494c3042b
// command took 2.78s and exited with 0
// ***** Done, took 00:00:04 (4.85 sec)   *****
// Found 4 benchmarks:
//   CtorTest.new(): DefaultJob
//   CtorTest.Activator.CreateInstance: DefaultJob
//   CtorTest.'Expression.New [nocache]': DefaultJob
//   CtorTest.'Expression.New [cached]': DefaultJob

// **************************
// Benchmark: CtorTest.new(): DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "97c3b19d-9666-4988-a5ee-980494c3042b.dll" --benchmarkName "CtorPerformance.CtorTest.Manual" --job "Default" --benchmarkId 0 in C:\Users\jeliknes\source\repos\IQueryableExpressionExamples\CtorPerformance\bin\Release\net5.0\97c3b19d-9666-4988-a5ee-980494c3042b\bin\Release\netcoreapp5.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 5.0.0 (CoreCLR 5.0.20.27801, CoreFX 5.0.20.27801), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

WorkloadActual  31: 6553600 op, 875591400.00 ns, 133.6046 ns/op
WorkloadActual  32: 6553600 op, 869597500.00 ns, 132.6900 ns/op
WorkloadActual  33: 6553600 op, 883339800.00 ns, 134.7870 ns/op
WorkloadActual  34: 6553600 op, 883245300.00 ns, 134.7725 ns/op
WorkloadActual  35: 6553600 op, 851166800.00 ns, 129.8777 ns/op
WorkloadActual  36: 6553600 op, 941016700.00 ns, 143.5878 ns/op
WorkloadActual  37: 6553600 op, 925280800.00 ns, 141.1866 ns/op
WorkloadActual  38: 6553600 op, 884817000.00 ns, 135.0124 ns/op
WorkloadActual  39: 6553600 op, 956823000.00 ns, 145.9996 ns/op
WorkloadActual  40: 6553600 op, 879765400.00 ns, 134.2415 ns/op
WorkloadActual  41: 6553600 op, 808270400.00 ns, 123.3323 ns/op
WorkloadActual  42: 6553600 op, 843772600.00 ns, 128.7495 ns/op
WorkloadActual  43: 6553600 op, 823052600.00 ns, 125.5879 ns/op
WorkloadActual  44: 6553600 op, 856211100.00 ns, 130.6474 ns/op
WorkloadActual  45: 6553600 op, 851403600.00 ns, 129.9139 ns/op
WorkloadActual  46: 6553600 op, 856951600.00 ns, 130.7604 ns/op
WorkloadActual  47: 6553600 op, 866941100.00 ns, 132.2847 ns/op
WorkloadActual  48: 6553600 op, 863971100.00 ns, 131.8315 ns/op
WorkloadActual  49: 6553600 op, 939248400.00 ns, 143.3179 ns/op
WorkloadActual  50: 6553600 op, 842498700.00 ns, 128.5551 ns/op
WorkloadActual  51: 6553600 op, 878034000.00 ns, 133.9774 ns/op
WorkloadActual  52: 6553600 op, 892581900.00 ns, 136.1972 ns/op
WorkloadActual  53: 6553600 op, 1026534000.00 ns, 156.6367 ns/op
WorkloadActual  54: 6553600 op, 964846100.00 ns, 147.2238 ns/op
WorkloadActual  55: 6553600 op, 911341200.00 ns, 139.0596 ns/op
WorkloadActual  56: 6553600 op, 889760400.00 ns, 135.7667 ns/op
WorkloadActual  57: 6553600 op, 1074002400.00 ns, 163.8798 ns/op
WorkloadActual  58: 6553600 op, 1029417900.00 ns, 157.0767 ns/op
WorkloadActual  59: 6553600 op, 795810200.00 ns, 121.4310 ns/op
WorkloadActual  60: 6553600 op, 753528700.00 ns, 114.9794 ns/op
WorkloadActual  61: 6553600 op, 769244000.00 ns, 117.3773 ns/op
WorkloadActual  62: 6553600 op, 776507900.00 ns, 118.4857 ns/op
WorkloadActual  63: 6553600 op, 762870900.00 ns, 116.4049 ns/op
WorkloadActual  64: 6553600 op, 787957100.00 ns, 120.2327 ns/op
WorkloadActual  65: 6553600 op, 792718000.00 ns, 120.9592 ns/op
WorkloadActual  66: 6553600 op, 787623400.00 ns, 120.1818 ns/op
WorkloadActual  67: 6553600 op, 820799300.00 ns, 125.2440 ns/op
WorkloadActual  68: 6553600 op, 752623100.00 ns, 114.8412 ns/op
WorkloadActual  69: 6553600 op, 786636300.00 ns, 120.0312 ns/op
WorkloadActual  70: 6553600 op, 766355100.00 ns, 116.9365 ns/op
WorkloadActual  71: 6553600 op, 753178300.00 ns, 114.9259 ns/op
WorkloadActual  72: 6553600 op, 809874900.00 ns, 123.5771 ns/op
WorkloadActual  73: 6553600 op, 986915100.00 ns, 150.5913 ns/op
WorkloadActual  74: 6553600 op, 811997300.00 ns, 123.9010 ns/op
WorkloadActual  75: 6553600 op, 774231900.00 ns, 118.1384 ns/op
WorkloadActual  76: 6553600 op, 872883600.00 ns, 133.1915 ns/op
WorkloadActual  77: 6553600 op, 924870200.00 ns, 141.1240 ns/op
WorkloadActual  78: 6553600 op, 823809900.00 ns, 125.7034 ns/op
WorkloadActual  79: 6553600 op, 802767300.00 ns, 122.4926 ns/op
WorkloadActual  80: 6553600 op, 773209900.00 ns, 117.9825 ns/op
WorkloadActual  81: 6553600 op, 751646400.00 ns, 114.6921 ns/op
WorkloadActual  82: 6553600 op, 833310400.00 ns, 127.1531 ns/op
WorkloadActual  83: 6553600 op, 800489700.00 ns, 122.1450 ns/op
WorkloadActual  84: 6553600 op, 804589200.00 ns, 122.7706 ns/op
WorkloadActual  85: 6553600 op, 881681800.00 ns, 134.5340 ns/op
WorkloadActual  86: 6553600 op, 966368200.00 ns, 147.4561 ns/op
WorkloadActual  87: 6553600 op, 862513300.00 ns, 131.6091 ns/op
WorkloadActual  88: 6553600 op, 824009100.00 ns, 125.7338 ns/op
WorkloadActual  89: 6553600 op, 856959700.00 ns, 130.7617 ns/op
WorkloadActual  90: 6553600 op, 754088200.00 ns, 115.0647 ns/op
WorkloadActual  91: 6553600 op, 734466100.00 ns, 112.0706 ns/op
WorkloadActual  92: 6553600 op, 778188800.00 ns, 118.7422 ns/op
WorkloadActual  93: 6553600 op, 775071200.00 ns, 118.2665 ns/op
WorkloadActual  94: 6553600 op, 794213300.00 ns, 121.1873 ns/op
WorkloadActual  95: 6553600 op, 821713600.00 ns, 125.3835 ns/op
WorkloadActual  96: 6553600 op, 841427800.00 ns, 128.3917 ns/op
WorkloadActual  97: 6553600 op, 831797300.00 ns, 126.9222 ns/op
WorkloadActual  98: 6553600 op, 785202400.00 ns, 119.8124 ns/op
WorkloadActual  99: 6553600 op, 751718000.00 ns, 114.7031 ns/op
WorkloadActual  100: 6553600 op, 827925200.00 ns, 126.3314 ns/op

// AfterActualRun
WorkloadResult   1: 6553600 op, 866102300.00 ns, 132.1567 ns/op
WorkloadResult   2: 6553600 op, 908422200.00 ns, 138.6142 ns/op
WorkloadResult   3: 6553600 op, 812087300.00 ns, 123.9147 ns/op
WorkloadResult   4: 6553600 op, 847782100.00 ns, 129.3613 ns/op
WorkloadResult   5: 6553600 op, 825371200.00 ns, 125.9417 ns/op
WorkloadResult   6: 6553600 op, 877713400.00 ns, 133.9284 ns/op
WorkloadResult   7: 6553600 op, 765339400.00 ns, 116.7815 ns/op
WorkloadResult   8: 6553600 op, 816072800.00 ns, 124.5228 ns/op
WorkloadResult   9: 6553600 op, 968533700.00 ns, 147.7865 ns/op
WorkloadResult  10: 6553600 op, 1105247000.00 ns, 168.6473 ns/op
WorkloadResult  11: 6553600 op, 1040302000.00 ns, 158.7375 ns/op
WorkloadResult  12: 6553600 op, 1011504800.00 ns, 154.3434 ns/op
WorkloadResult  13: 6553600 op, 955978100.00 ns, 145.8707 ns/op
WorkloadResult  14: 6553600 op, 932025100.00 ns, 142.2157 ns/op
WorkloadResult  15: 6553600 op, 858511800.00 ns, 130.9985 ns/op
WorkloadResult  16: 6553600 op, 900355500.00 ns, 137.3833 ns/op
WorkloadResult  17: 6553600 op, 881104800.00 ns, 134.4459 ns/op
WorkloadResult  18: 6553600 op, 882784400.00 ns, 134.7022 ns/op
WorkloadResult  19: 6553600 op, 949875700.00 ns, 144.9395 ns/op
WorkloadResult  20: 6553600 op, 865434900.00 ns, 132.0549 ns/op
WorkloadResult  21: 6553600 op, 889850800.00 ns, 135.7805 ns/op
WorkloadResult  22: 6553600 op, 959794000.00 ns, 146.4529 ns/op
WorkloadResult  23: 6553600 op, 928058600.00 ns, 141.6105 ns/op
WorkloadResult  24: 6553600 op, 952583100.00 ns, 145.3526 ns/op
WorkloadResult  25: 6553600 op, 924815700.00 ns, 141.1157 ns/op
WorkloadResult  26: 6553600 op, 905204000.00 ns, 138.1232 ns/op
WorkloadResult  27: 6553600 op, 875481000.00 ns, 133.5878 ns/op
WorkloadResult  28: 6553600 op, 869487100.00 ns, 132.6732 ns/op
WorkloadResult  29: 6553600 op, 883229400.00 ns, 134.7701 ns/op
WorkloadResult  30: 6553600 op, 883134900.00 ns, 134.7557 ns/op
WorkloadResult  31: 6553600 op, 851056400.00 ns, 129.8609 ns/op
WorkloadResult  32: 6553600 op, 940906300.00 ns, 143.5709 ns/op
WorkloadResult  33: 6553600 op, 925170400.00 ns, 141.1698 ns/op
WorkloadResult  34: 6553600 op, 884706600.00 ns, 134.9955 ns/op
WorkloadResult  35: 6553600 op, 956712600.00 ns, 145.9828 ns/op
WorkloadResult  36: 6553600 op, 879655000.00 ns, 134.2247 ns/op
WorkloadResult  37: 6553600 op, 808160000.00 ns, 123.3154 ns/op
WorkloadResult  38: 6553600 op, 843662200.00 ns, 128.7326 ns/op
WorkloadResult  39: 6553600 op, 822942200.00 ns, 125.5710 ns/op
WorkloadResult  40: 6553600 op, 856100700.00 ns, 130.6306 ns/op
WorkloadResult  41: 6553600 op, 851293200.00 ns, 129.8970 ns/op
WorkloadResult  42: 6553600 op, 856841200.00 ns, 130.7436 ns/op
WorkloadResult  43: 6553600 op, 866830700.00 ns, 132.2679 ns/op
WorkloadResult  44: 6553600 op, 863860700.00 ns, 131.8147 ns/op
WorkloadResult  45: 6553600 op, 939138000.00 ns, 143.3011 ns/op
WorkloadResult  46: 6553600 op, 842388300.00 ns, 128.5383 ns/op
WorkloadResult  47: 6553600 op, 877923600.00 ns, 133.9605 ns/op
WorkloadResult  48: 6553600 op, 892471500.00 ns, 136.1803 ns/op
WorkloadResult  49: 6553600 op, 1026423600.00 ns, 156.6198 ns/op
WorkloadResult  50: 6553600 op, 964735700.00 ns, 147.2070 ns/op
WorkloadResult  51: 6553600 op, 911230800.00 ns, 139.0428 ns/op
WorkloadResult  52: 6553600 op, 889650000.00 ns, 135.7498 ns/op
WorkloadResult  53: 6553600 op, 1073892000.00 ns, 163.8629 ns/op
WorkloadResult  54: 6553600 op, 1029307500.00 ns, 157.0599 ns/op
WorkloadResult  55: 6553600 op, 795699800.00 ns, 121.4142 ns/op
WorkloadResult  56: 6553600 op, 753418300.00 ns, 114.9625 ns/op
WorkloadResult  57: 6553600 op, 769133600.00 ns, 117.3605 ns/op
WorkloadResult  58: 6553600 op, 776397500.00 ns, 118.4689 ns/op
WorkloadResult  59: 6553600 op, 762760500.00 ns, 116.3880 ns/op
WorkloadResult  60: 6553600 op, 787846700.00 ns, 120.2159 ns/op
WorkloadResult  61: 6553600 op, 792607600.00 ns, 120.9423 ns/op
WorkloadResult  62: 6553600 op, 787513000.00 ns, 120.1649 ns/op
WorkloadResult  63: 6553600 op, 820688900.00 ns, 125.2272 ns/op
WorkloadResult  64: 6553600 op, 752512700.00 ns, 114.8243 ns/op
WorkloadResult  65: 6553600 op, 786525900.00 ns, 120.0143 ns/op
WorkloadResult  66: 6553600 op, 766244700.00 ns, 116.9197 ns/op
WorkloadResult  67: 6553600 op, 753067900.00 ns, 114.9090 ns/op
WorkloadResult  68: 6553600 op, 809764500.00 ns, 123.5603 ns/op
WorkloadResult  69: 6553600 op, 986804700.00 ns, 150.5744 ns/op
WorkloadResult  70: 6553600 op, 811886900.00 ns, 123.8841 ns/op
WorkloadResult  71: 6553600 op, 774121500.00 ns, 118.1216 ns/op
WorkloadResult  72: 6553600 op, 872773200.00 ns, 133.1746 ns/op
WorkloadResult  73: 6553600 op, 924759800.00 ns, 141.1071 ns/op
WorkloadResult  74: 6553600 op, 823699500.00 ns, 125.6866 ns/op
WorkloadResult  75: 6553600 op, 802656900.00 ns, 122.4757 ns/op
WorkloadResult  76: 6553600 op, 773099500.00 ns, 117.9656 ns/op
WorkloadResult  77: 6553600 op, 751536000.00 ns, 114.6753 ns/op
WorkloadResult  78: 6553600 op, 833200000.00 ns, 127.1362 ns/op
WorkloadResult  79: 6553600 op, 800379300.00 ns, 122.1282 ns/op
WorkloadResult  80: 6553600 op, 804478800.00 ns, 122.7537 ns/op
WorkloadResult  81: 6553600 op, 881571400.00 ns, 134.5171 ns/op
WorkloadResult  82: 6553600 op, 966257800.00 ns, 147.4392 ns/op
WorkloadResult  83: 6553600 op, 862402900.00 ns, 131.5922 ns/op
WorkloadResult  84: 6553600 op, 823898700.00 ns, 125.7170 ns/op
WorkloadResult  85: 6553600 op, 856849300.00 ns, 130.7448 ns/op
WorkloadResult  86: 6553600 op, 753977800.00 ns, 115.0479 ns/op
WorkloadResult  87: 6553600 op, 734355700.00 ns, 112.0538 ns/op
WorkloadResult  88: 6553600 op, 778078400.00 ns, 118.7253 ns/op
WorkloadResult  89: 6553600 op, 774960800.00 ns, 118.2496 ns/op
WorkloadResult  90: 6553600 op, 794102900.00 ns, 121.1705 ns/op
WorkloadResult  91: 6553600 op, 821603200.00 ns, 125.3667 ns/op
WorkloadResult  92: 6553600 op, 841317400.00 ns, 128.3748 ns/op
WorkloadResult  93: 6553600 op, 831686900.00 ns, 126.9053 ns/op
WorkloadResult  94: 6553600 op, 785092000.00 ns, 119.7955 ns/op
WorkloadResult  95: 6553600 op, 751607600.00 ns, 114.6862 ns/op
WorkloadResult  96: 6553600 op, 827814800.00 ns, 126.3145 ns/op

// AfterAll
// Benchmark Process 29740 has exited with code 0

Mean = 131.538 ns, StdErr = 1.226 ns (0.93%), N = 96, StdDev = 12.010 ns
Min = 112.054 ns, Q1 = 122.389 ns, Median = 130.744 ns, Q3 = 138.246 ns, Max = 168.647 ns
IQR = 15.857 ns, LowerFence = 98.603 ns, UpperFence = 162.032 ns
ConfidenceInterval = [127.375 ns; 135.700 ns] (CI 99.9%), Margin = 4.163 ns (3.16% of Mean)
Skewness = 0.71, Kurtosis = 3.18, MValue = 4

// **************************
// Benchmark: CtorTest.Activator.CreateInstance: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "97c3b19d-9666-4988-a5ee-980494c3042b.dll" --benchmarkName "CtorPerformance.CtorTest.Activator" --job "Default" --benchmarkId 1 in C:\Users\jeliknes\source\repos\IQueryableExpressionExamples\CtorPerformance\bin\Release\net5.0\97c3b19d-9666-4988-a5ee-980494c3042b\bin\Release\netcoreapp5.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 5.0.0 (CoreCLR 5.0.20.27801, CoreFX 5.0.20.27801), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 100 op, 581900.00 ns, 5.8190 us/op
WorkloadJitting  1: 100 op, 1862700.00 ns, 18.6270 us/op

OverheadJitting  2: 1600 op, 196400.00 ns, 122.7500 ns/op
WorkloadJitting  2: 1600 op, 13685200.00 ns, 8.5533 us/op

WorkloadPilot    1: 1600 op, 11567800.00 ns, 7.2299 us/op
WorkloadPilot    2: 3200 op, 24664100.00 ns, 7.7075 us/op
WorkloadPilot    3: 6400 op, 54454700.00 ns, 8.5085 us/op
WorkloadPilot    4: 12800 op, 89953000.00 ns, 7.0276 us/op
WorkloadPilot    5: 25600 op, 173001900.00 ns, 6.7579 us/op
WorkloadPilot    6: 51200 op, 318660500.00 ns, 6.2238 us/op
WorkloadPilot    7: 102400 op, 599741800.00 ns, 5.8569 us/op

OverheadWarmup   1: 102400 op, 4200.00 ns, 0.0410 ns/op
OverheadWarmup   2: 102400 op, 2400.00 ns, 0.0234 ns/op
OverheadWarmup   3: 102400 op, 2100.00 ns, 0.0205 ns/op
OverheadWarmup   4: 102400 op, 2300.00 ns, 0.0225 ns/op
OverheadWarmup   5: 102400 op, 2800.00 ns, 0.0273 ns/op
OverheadWarmup   6: 102400 op, 2900.00 ns, 0.0283 ns/op
OverheadWarmup   7: 102400 op, 2400.00 ns, 0.0234 ns/op
OverheadWarmup   8: 102400 op, 3200.00 ns, 0.0312 ns/op
OverheadWarmup   9: 102400 op, 2400.00 ns, 0.0234 ns/op

OverheadActual   1: 102400 op, 2100.00 ns, 0.0205 ns/op
OverheadActual   2: 102400 op, 2600.00 ns, 0.0254 ns/op
OverheadActual   3: 102400 op, 2500.00 ns, 0.0244 ns/op
OverheadActual   4: 102400 op, 3000.00 ns, 0.0293 ns/op
OverheadActual   5: 102400 op, 3000.00 ns, 0.0293 ns/op
OverheadActual   6: 102400 op, 2500.00 ns, 0.0244 ns/op
OverheadActual   7: 102400 op, 3900.00 ns, 0.0381 ns/op
OverheadActual   8: 102400 op, 3700.00 ns, 0.0361 ns/op
OverheadActual   9: 102400 op, 2100.00 ns, 0.0205 ns/op
OverheadActual  10: 102400 op, 2100.00 ns, 0.0205 ns/op
OverheadActual  11: 102400 op, 2100.00 ns, 0.0205 ns/op
OverheadActual  12: 102400 op, 2200.00 ns, 0.0215 ns/op
OverheadActual  13: 102400 op, 2100.00 ns, 0.0205 ns/op
OverheadActual  14: 102400 op, 2100.00 ns, 0.0205 ns/op
OverheadActual  15: 102400 op, 2300.00 ns, 0.0225 ns/op
OverheadActual  16: 102400 op, 2400.00 ns, 0.0234 ns/op
OverheadActual  17: 102400 op, 7900.00 ns, 0.0771 ns/op
OverheadActual  18: 102400 op, 5100.00 ns, 0.0498 ns/op
OverheadActual  19: 102400 op, 3300.00 ns, 0.0322 ns/op
OverheadActual  20: 102400 op, 2200.00 ns, 0.0215 ns/op

WorkloadWarmup   1: 102400 op, 638816200.00 ns, 6.2384 us/op
WorkloadWarmup   2: 102400 op, 593790700.00 ns, 5.7987 us/op
WorkloadWarmup   3: 102400 op, 700459000.00 ns, 6.8404 us/op
WorkloadWarmup   4: 102400 op, 658149300.00 ns, 6.4272 us/op
WorkloadWarmup   5: 102400 op, 589270100.00 ns, 5.7546 us/op
WorkloadWarmup   6: 102400 op, 631971700.00 ns, 6.1716 us/op
WorkloadWarmup   7: 102400 op, 620016600.00 ns, 6.0548 us/op

// BeforeActualRun
WorkloadActual   1: 102400 op, 597474900.00 ns, 5.8347 us/op
WorkloadActual   2: 102400 op, 585599500.00 ns, 5.7187 us/op
WorkloadActual   3: 102400 op, 658529100.00 ns, 6.4309 us/op
WorkloadActual   4: 102400 op, 690535100.00 ns, 6.7435 us/op
WorkloadActual   5: 102400 op, 721491700.00 ns, 7.0458 us/op
WorkloadActual   6: 102400 op, 701911000.00 ns, 6.8546 us/op
WorkloadActual   7: 102400 op, 713644100.00 ns, 6.9692 us/op
WorkloadActual   8: 102400 op, 634951800.00 ns, 6.2007 us/op
WorkloadActual   9: 102400 op, 673934300.00 ns, 6.5814 us/op
WorkloadActual  10: 102400 op, 724370000.00 ns, 7.0739 us/op
WorkloadActual  11: 102400 op, 936242300.00 ns, 9.1430 us/op
WorkloadActual  12: 102400 op, 632585300.00 ns, 6.1776 us/op
WorkloadActual  13: 102400 op, 622084700.00 ns, 6.0750 us/op
WorkloadActual  14: 102400 op, 630247900.00 ns, 6.1548 us/op
WorkloadActual  15: 102400 op, 630633900.00 ns, 6.1585 us/op
