// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 4 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Users\jeliknes\source\repos\IQueryableExpressionExamples\CtorPerformance\bin\Release\net5.0\fa3a019e-8765-4be8-8e12-003a4ca492db
// command took 1.35s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Users\jeliknes\source\repos\IQueryableExpressionExamples\CtorPerformance\bin\Release\net5.0\fa3a019e-8765-4be8-8e12-003a4ca492db
// command took 2.08s and exited with 0
// ***** Done, took 00:00:03 (3.56 sec)   *****
// Found 4 benchmarks:
//   CtorTest.new(): DefaultJob
//   CtorTest.Activator.CreateInstance: DefaultJob
//   CtorTest.'Expression.New [nocache]': DefaultJob
//   CtorTest.'Expression.New [cached]': DefaultJob

// **************************
// Benchmark: CtorTest.new(): DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "fa3a019e-8765-4be8-8e12-003a4ca492db.dll" --benchmarkName "CtorPerformance.CtorTest.Manual" --job "Default" --benchmarkId 0 in C:\Users\jeliknes\source\repos\IQueryableExpressionExamples\CtorPerformance\bin\Release\net5.0\fa3a019e-8765-4be8-8e12-003a4ca492db\bin\Release\netcoreapp5.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 5.0.0 (CoreCLR 5.0.20.27801, CoreFX 5.0.20.27801), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

WorkloadActual  51: 6553600 op, 611421400.00 ns, 93.2955 ns/op
WorkloadActual  52: 6553600 op, 611530100.00 ns, 93.3121 ns/op
WorkloadActual  53: 6553600 op, 626119600.00 ns, 95.5383 ns/op
WorkloadActual  54: 6553600 op, 617658800.00 ns, 94.2473 ns/op
WorkloadActual  55: 6553600 op, 637016900.00 ns, 97.2011 ns/op
WorkloadActual  56: 6553600 op, 638919800.00 ns, 97.4914 ns/op

// AfterActualRun
WorkloadResult   1: 6553600 op, 602416900.00 ns, 91.9215 ns/op
WorkloadResult   2: 6553600 op, 612246700.00 ns, 93.4214 ns/op
WorkloadResult   3: 6553600 op, 644799700.00 ns, 98.3886 ns/op
WorkloadResult   4: 6553600 op, 650837300.00 ns, 99.3099 ns/op
WorkloadResult   5: 6553600 op, 657913900.00 ns, 100.3897 ns/op
WorkloadResult   6: 6553600 op, 620364500.00 ns, 94.6601 ns/op
WorkloadResult   7: 6553600 op, 672009700.00 ns, 102.5405 ns/op
WorkloadResult   8: 6553600 op, 661066300.00 ns, 100.8707 ns/op
WorkloadResult   9: 6553600 op, 656339400.00 ns, 100.1494 ns/op
WorkloadResult  10: 6553600 op, 696247300.00 ns, 106.2389 ns/op
WorkloadResult  11: 6553600 op, 672859600.00 ns, 102.6702 ns/op
WorkloadResult  12: 6553600 op, 645372900.00 ns, 98.4761 ns/op
WorkloadResult  13: 6553600 op, 634580100.00 ns, 96.8292 ns/op
WorkloadResult  14: 6553600 op, 631751600.00 ns, 96.3976 ns/op
WorkloadResult  15: 6553600 op, 624072100.00 ns, 95.2258 ns/op
WorkloadResult  16: 6553600 op, 653260300.00 ns, 99.6796 ns/op
WorkloadResult  17: 6553600 op, 630910700.00 ns, 96.2693 ns/op
WorkloadResult  18: 6553600 op, 594825700.00 ns, 90.7632 ns/op
WorkloadResult  19: 6553600 op, 605601000.00 ns, 92.4074 ns/op
WorkloadResult  20: 6553600 op, 631808200.00 ns, 96.4063 ns/op
WorkloadResult  21: 6553600 op, 614486800.00 ns, 93.7632 ns/op
WorkloadResult  22: 6553600 op, 608889800.00 ns, 92.9092 ns/op
WorkloadResult  23: 6553600 op, 618680100.00 ns, 94.4031 ns/op
WorkloadResult  24: 6553600 op, 640858800.00 ns, 97.7873 ns/op
WorkloadResult  25: 6553600 op, 615740500.00 ns, 93.9545 ns/op
WorkloadResult  26: 6553600 op, 618625900.00 ns, 94.3948 ns/op
WorkloadResult  27: 6553600 op, 617970900.00 ns, 94.2949 ns/op
WorkloadResult  28: 6553600 op, 623940900.00 ns, 95.2058 ns/op
WorkloadResult  29: 6553600 op, 599771400.00 ns, 91.5179 ns/op
WorkloadResult  30: 6553600 op, 632061200.00 ns, 96.4449 ns/op
WorkloadResult  31: 6553600 op, 676210800.00 ns, 103.1816 ns/op
WorkloadResult  32: 6553600 op, 662677300.00 ns, 101.1165 ns/op
WorkloadResult  33: 6553600 op, 686303300.00 ns, 104.7216 ns/op
WorkloadResult  34: 6553600 op, 711373800.00 ns, 108.5470 ns/op
WorkloadResult  35: 6553600 op, 677792100.00 ns, 103.4229 ns/op
WorkloadResult  36: 6553600 op, 674526500.00 ns, 102.9246 ns/op
WorkloadResult  37: 6553600 op, 655855800.00 ns, 100.0757 ns/op
WorkloadResult  38: 6553600 op, 680159100.00 ns, 103.7840 ns/op
WorkloadResult  39: 6553600 op, 609465100.00 ns, 92.9970 ns/op
WorkloadResult  40: 6553600 op, 613592400.00 ns, 93.6268 ns/op
WorkloadResult  41: 6553600 op, 607713600.00 ns, 92.7297 ns/op
WorkloadResult  42: 6553600 op, 626200500.00 ns, 95.5506 ns/op
WorkloadResult  43: 6553600 op, 643426100.00 ns, 98.1790 ns/op
WorkloadResult  44: 6553600 op, 616337400.00 ns, 94.0456 ns/op
WorkloadResult  45: 6553600 op, 630777000.00 ns, 96.2489 ns/op
WorkloadResult  46: 6553600 op, 605947100.00 ns, 92.4602 ns/op
WorkloadResult  47: 6553600 op, 623065300.00 ns, 95.0722 ns/op
WorkloadResult  48: 6553600 op, 633574900.00 ns, 96.6759 ns/op
WorkloadResult  49: 6553600 op, 609010300.00 ns, 92.9276 ns/op
WorkloadResult  50: 6553600 op, 611297300.00 ns, 93.2766 ns/op
WorkloadResult  51: 6553600 op, 611406000.00 ns, 93.2932 ns/op
WorkloadResult  52: 6553600 op, 625995500.00 ns, 95.5193 ns/op
WorkloadResult  53: 6553600 op, 617534700.00 ns, 94.2283 ns/op
WorkloadResult  54: 6553600 op, 636892800.00 ns, 97.1821 ns/op
WorkloadResult  55: 6553600 op, 638795700.00 ns, 97.4725 ns/op

// AfterAll
// Benchmark Process 13472 has exited with code 0

Mean = 97.035 ns, StdErr = 0.556 ns (0.57%), N = 55, StdDev = 4.124 ns
Min = 90.763 ns, Q1 = 93.859 ns, Median = 96.269 ns, Q3 = 99.878 ns, Max = 108.547 ns
IQR = 6.019 ns, LowerFence = 84.831 ns, UpperFence = 108.906 ns
ConfidenceInterval = [95.100 ns; 98.971 ns] (CI 99.9%), Margin = 1.935 ns (1.99% of Mean)
Skewness = 0.76, Kurtosis = 2.76, MValue = 2

// **************************
// Benchmark: CtorTest.Activator.CreateInstance: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "fa3a019e-8765-4be8-8e12-003a4ca492db.dll" --benchmarkName "CtorPerformance.CtorTest.Activator" --job "Default" --benchmarkId 1 in C:\Users\jeliknes\source\repos\IQueryableExpressionExamples\CtorPerformance\bin\Release\net5.0\fa3a019e-8765-4be8-8e12-003a4ca492db\bin\Release\netcoreapp5.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 5.0.0 (CoreCLR 5.0.20.27801, CoreFX 5.0.20.27801), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 100 op, 366300.00 ns, 3.6630 us/op
WorkloadJitting  1: 100 op, 995000.00 ns, 9.9500 us/op

OverheadJitting  2: 1600 op, 195900.00 ns, 122.4375 ns/op
WorkloadJitting  2: 1600 op, 12821900.00 ns, 8.0137 us/op

WorkloadPilot    1: 1600 op, 9776400.00 ns, 6.1102 us/op
WorkloadPilot    2: 3200 op, 21598500.00 ns, 6.7495 us/op
WorkloadPilot    3: 6400 op, 45700600.00 ns, 7.1407 us/op
WorkloadPilot    4: 12800 op, 85541400.00 ns, 6.6829 us/op
WorkloadPilot    5: 25600 op, 139940500.00 ns, 5.4664 us/op
WorkloadPilot    6: 51200 op, 294695700.00 ns, 5.7558 us/op
WorkloadPilot    7: 102400 op, 542415700.00 ns, 5.2970 us/op

OverheadWarmup   1: 102400 op, 4100.00 ns, 0.0400 ns/op
OverheadWarmup   2: 102400 op, 2400.00 ns, 0.0234 ns/op
OverheadWarmup   3: 102400 op, 2100.00 ns, 0.0205 ns/op
OverheadWarmup   4: 102400 op, 2300.00 ns, 0.0225 ns/op
OverheadWarmup   5: 102400 op, 2400.00 ns, 0.0234 ns/op
OverheadWarmup   6: 102400 op, 2200.00 ns, 0.0215 ns/op
OverheadWarmup   7: 102400 op, 2300.00 ns, 0.0225 ns/op
OverheadWarmup   8: 102400 op, 2000.00 ns, 0.0195 ns/op

OverheadActual   1: 102400 op, 2000.00 ns, 0.0195 ns/op
OverheadActual   2: 102400 op, 2100.00 ns, 0.0205 ns/op
OverheadActual   3: 102400 op, 2000.00 ns, 0.0195 ns/op
OverheadActual   4: 102400 op, 2200.00 ns, 0.0215 ns/op
OverheadActual   5: 102400 op, 2100.00 ns, 0.0205 ns/op
OverheadActual   6: 102400 op, 33400.00 ns, 0.3262 ns/op
OverheadActual   7: 102400 op, 2300.00 ns, 0.0225 ns/op
OverheadActual   8: 102400 op, 2100.00 ns, 0.0205 ns/op
OverheadActual   9: 102400 op, 2200.00 ns, 0.0215 ns/op
OverheadActual  10: 102400 op, 2100.00 ns, 0.0205 ns/op
OverheadActual  11: 102400 op, 2100.00 ns, 0.0205 ns/op
OverheadActual  12: 102400 op, 2100.00 ns, 0.0205 ns/op
OverheadActual  13: 102400 op, 2000.00 ns, 0.0195 ns/op
OverheadActual  14: 102400 op, 2100.00 ns, 0.0205 ns/op
OverheadActual  15: 102400 op, 2200.00 ns, 0.0215 ns/op

WorkloadWarmup   1: 102400 op, 520591800.00 ns, 5.0839 us/op
WorkloadWarmup   2: 102400 op, 497215800.00 ns, 4.8556 us/op
WorkloadWarmup   3: 102400 op, 511438100.00 ns, 4.9945 us/op
WorkloadWarmup   4: 102400 op, 501672600.00 ns, 4.8991 us/op
WorkloadWarmup   5: 102400 op, 500037500.00 ns, 4.8832 us/op
WorkloadWarmup   6: 102400 op, 511384800.00 ns, 4.9940 us/op
WorkloadWarmup   7: 102400 op, 508709900.00 ns, 4.9679 us/op

// BeforeActualRun
WorkloadActual   1: 102400 op, 586669400.00 ns, 5.7292 us/op
WorkloadActual   2: 102400 op, 546741600.00 ns, 5.3393 us/op
WorkloadActual   3: 102400 op, 546188100.00 ns, 5.3339 us/op
WorkloadActual   4: 102400 op, 493413700.00 ns, 4.8185 us/op
WorkloadActual   5: 102400 op, 519638800.00 ns, 5.0746 us/op
WorkloadActual   6: 102400 op, 592248900.00 ns, 5.7837 us/op
WorkloadActual   7: 102400 op, 676120600.00 ns, 6.6027 us/op
WorkloadActual   8: 102400 op, 679836500.00 ns, 6.6390 us/op
WorkloadActual   9: 102400 op, 599021800.00 ns, 5.8498 us/op
WorkloadActual  10: 102400 op, 572402300.00 ns, 5.5899 us/op
WorkloadActual  11: 102400 op, 627551900.00 ns, 6.1284 us/op
WorkloadActual  12: 102400 op, 644649600.00 ns, 6.2954 us/op
WorkloadActual  13: 102400 op, 558020900.00 ns, 5.4494 us/op
WorkloadActual  14: 102400 op, 550503000.00 ns, 5.3760 us/op
WorkloadActual  15: 102400 op, 654282800.00 ns, 6.3895 us/op
WorkloadActual  16: 102400 op, 710529100.00 ns, 6.9388 us/op
WorkloadActual  17: 102400 op, 549319700.00 ns, 5.3645 us/op
WorkloadActual  18: 102400 op, 580294600.00 ns, 5.6669 us/op
WorkloadActual  19: 102400 op, 518101700.00 ns, 5.0596 us/op
WorkloadActual  20: 102400 op, 530594400.00 ns, 5.1816 us/op
WorkloadActual  21: 102400 op, 608260000.00 ns, 5.9400 us/op
WorkloadActual  22: 102400 op, 553957800.00 ns, 5.4097 us/op
WorkloadActual  23: 102400 op, 530076800.00 ns, 5.1765 us/op
WorkloadActual  24: 102400 op, 566207900.00 ns, 5.5294 us/op
WorkloadActual  25: 102400 op, 531873300.00 ns, 5.1941 us/op
WorkloadActual  26: 102400 op, 617062100.00 ns, 6.0260 us/op
WorkloadActual  27: 102400 op, 591573000.00 ns, 5.7771 us/op
WorkloadActual  28: 102400 op, 598297100.00 ns, 5.8427 us/op
WorkloadActual  29: 102400 op, 583791900.00 ns, 5.7011 us/op
WorkloadActual  30: 102400 op, 566518500.00 ns, 5.5324 us/op
WorkloadActual  31: 102400 op, 555622200.00 ns, 5.4260 us/op
WorkloadActual  32: 102400 op, 595937600.00 ns, 5.8197 us/op
WorkloadActual  33: 102400 op, 577299900.00 ns, 5.6377 us/op
WorkloadActual  34: 102400 op, 580613100.00 ns, 5.6700 us/op
WorkloadActual  35: 102400 op, 565967600.00 ns, 5.5270 us/op
WorkloadActual  36: 102400 op, 563104700.00 ns, 5.4991 us/op
WorkloadActual  37: 102400 op, 567467300.00 ns, 5.5417 us/op
WorkloadActual  38: 102400 op, 572526100.00 ns, 5.5911 us/op
WorkloadActual  39: 102400 op, 547717700.00 ns, 5.3488 us/op
WorkloadActual  40: 102400 op, 567141300.00 ns, 5.5385 us/op
WorkloadActual  41: 102400 op, 585493600.00 ns, 5.7177 us/op
WorkloadActual  42: 102400 op, 574455700.00 ns, 5.6099 us/op
WorkloadActual  43: 102400 op, 578271900.00 ns, 5.6472 us/op
WorkloadActual  44: 102400 op, 548420600.00 ns, 5.3557 us/op
WorkloadActual  45: 102400 op, 550807100.00 ns, 5.3790 us/op
WorkloadActual  46: 102400 op, 565961000.00 ns, 5.5270 us/op
WorkloadActual  47: 102400 op, 559052600.00 ns, 5.4595 us/op
WorkloadActual  48: 102400 op, 548086100.00 ns, 5.3524 us/op
WorkloadActual  49: 102400 op, 591743800.00 ns, 5.7787 us/op
WorkloadActual  50: 102400 op, 687347200.00 ns, 6.7124 us/op
WorkloadActual  51: 102400 op, 704716700.00 ns, 6.8820 us/op
WorkloadActual  52: 102400 op, 639978200.00 ns, 6.2498 us/op
WorkloadActual  53: 102400 op, 588953200.00 ns, 5.7515 us/op
WorkloadActual  54: 102400 op, 550317100.00 ns, 5.3742 us/op
WorkloadActual  55: 102400 op, 548593100.00 ns, 5.3574 us/op
WorkloadActual  56: 102400 op, 577957900.00 ns, 5.6441 us/op
WorkloadActual  57: 102400 op, 558941400.00 ns, 5.4584 us/op
WorkloadActual  58: 102400 op, 574402800.00 ns, 5.6094 us/op
WorkloadActual  59: 102400 op, 546862900.00 ns, 5.3405 us/op
WorkloadActual  60: 102400 op, 565797800.00 ns, 5.5254 us/op
WorkloadActual  61: 102400 op, 710730200.00 ns, 6.9407 us/op
WorkloadActual  62: 102400 op, 665448900.00 ns, 6.4985 us/op
WorkloadActual  63: 102400 op, 605649800.00 ns, 5.9145 us/op
WorkloadActual  64: 102400 op, 635728500.00 ns, 6.2083 us/op
WorkloadActual  65: 102400 op, 595806200.00 ns, 5.8184 us/op
WorkloadActual  66: 102400 op, 571587300.00 ns, 5.5819 us/op
WorkloadActual  67: 102400 op, 569304700.00 ns, 5.5596 us/op
WorkloadActual  68: 102400 op, 582093000.00 ns, 5.6845 us/op
WorkloadActual  69: 102400 op, 565147900.00 ns, 5.5190 us/op
WorkloadActual  70: 102400 op, 562087800.00 ns, 5.4891 us/op
WorkloadActual  71: 102400 op, 560950600.00 ns, 5.4780 us/op
WorkloadActual  72: 102400 op, 570023500.00 ns, 5.5666 us/op
WorkloadActual  73: 102400 op, 565438400.00 ns, 5.5219 us/op
WorkloadActual  74: 102400 op, 737915800.00 ns, 7.2062 us/op
WorkloadActual  75: 102400 op, 574086400.00 ns, 5.6063 us/op
WorkloadActual  76: 102400 op, 599176400.00 ns, 5.8513 us/op
WorkloadActual  77: 102400 op, 577513100.00 ns, 5.6398 us/op
WorkloadActual  78: 102400 op, 569194300.00 ns, 5.5585 us/op
WorkloadActual  79: 102400 op, 575210700.00 ns, 5.6173 us/op

// AfterActualRun
WorkloadResult   1: 102400 op, 586667300.00 ns, 5.7292 us/op
WorkloadResult   2: 102400 op, 546739500.00 ns, 5.3393 us/op
WorkloadResult   3: 102400 op, 546186000.00 ns, 5.3338 us/op
WorkloadResult   4: 102400 op, 493411600.00 ns, 4.8185 us/op
WorkloadResult   5: 102400 op, 519636700.00 ns, 5.0746 us/op
WorkloadResult   6: 102400 op, 592246800.00 ns, 5.7837 us/op
WorkloadResult   7: 102400 op, 599019700.00 ns, 5.8498 us/op
WorkloadResult   8: 102400 op, 572400200.00 ns, 5.5898 us/op
WorkloadResult   9: 102400 op, 627549800.00 ns, 6.1284 us/op
WorkloadResult  10: 102400 op, 644647500.00 ns, 6.2954 us/op
WorkloadResult  11: 102400 op, 558018800.00 ns, 5.4494 us/op
WorkloadResult  12: 102400 op, 550500900.00 ns, 5.3760 us/op
WorkloadResult  13: 102400 op, 549317600.00 ns, 5.3644 us/op
WorkloadResult  14: 102400 op, 580292500.00 ns, 5.6669 us/op
WorkloadResult  15: 102400 op, 518099600.00 ns, 5.0596 us/op
WorkloadResult  16: 102400 op, 530592300.00 ns, 5.1816 us/op
WorkloadResult  17: 102400 op, 608257900.00 ns, 5.9400 us/op
WorkloadResult  18: 102400 op, 553955700.00 ns, 5.4097 us/op
WorkloadResult  19: 102400 op, 530074700.00 ns, 5.1765 us/op
WorkloadResult  20: 102400 op, 566205800.00 ns, 5.5294 us/op
WorkloadResult  21: 102400 op, 531871200.00 ns, 5.1941 us/op
WorkloadResult  22: 102400 op, 617060000.00 ns, 6.0260 us/op
WorkloadResult  23: 102400 op, 591570900.00 ns, 5.7771 us/op
WorkloadResult  24: 102400 op, 598295000.00 ns, 5.8427 us/op
WorkloadResult  25: 102400 op, 583789800.00 ns, 5.7011 us/op
WorkloadResult  26: 102400 op, 566516400.00 ns, 5.5324 us/op
WorkloadResult  27: 102400 op, 555620100.00 ns, 5.4260 us/op
WorkloadResult  28: 102400 op, 595935500.00 ns, 5.8197 us/op
WorkloadResult  29: 102400 op, 577297800.00 ns, 5.6377 us/op
WorkloadResult  30: 102400 op, 580611000.00 ns, 5.6700 us/op
WorkloadResult  31: 102400 op, 565965500.00 ns, 5.5270 us/op
WorkloadResult  32: 102400 op, 563102600.00 ns, 5.4990 us/op
WorkloadResult  33: 102400 op, 567465200.00 ns, 5.5417 us/op
WorkloadResult  34: 102400 op, 572524000.00 ns, 5.5911 us/op
WorkloadResult  35: 102400 op, 547715600.00 ns, 5.3488 us/op
WorkloadResult  36: 102400 op, 567139200.00 ns, 5.5385 us/op
WorkloadResult  37: 102400 op, 585491500.00 ns, 5.7177 us/op
WorkloadResult  38: 102400 op, 574453600.00 ns, 5.6099 us/op
