// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 4 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Users\jeliknes\source\repos\IQueryableExpressionExamples\CtorPerformance\bin\Release\net5.0\b11de5d8-4295-4fa1-a0f6-90ef3eddf276
// command took 1.34s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Users\jeliknes\source\repos\IQueryableExpressionExamples\CtorPerformance\bin\Release\net5.0\b11de5d8-4295-4fa1-a0f6-90ef3eddf276
// command took 2.01s and exited with 0
// ***** Done, took 00:00:03 (3.48 sec)   *****
// Found 4 benchmarks:
//   CtorTest.new(): DefaultJob
//   CtorTest.Activator.CreateInstance: DefaultJob
//   CtorTest.'Expression.New [nocache]': DefaultJob
//   CtorTest.'Expression.New [cached]': DefaultJob

// **************************
// Benchmark: CtorTest.new(): DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "b11de5d8-4295-4fa1-a0f6-90ef3eddf276.dll" --benchmarkName "CtorPerformance.CtorTest.Manual" --job "Default" --benchmarkId 0 in C:\Users\jeliknes\source\repos\IQueryableExpressionExamples\CtorPerformance\bin\Release\net5.0\b11de5d8-4295-4fa1-a0f6-90ef3eddf276\bin\Release\netcoreapp5.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 5.0.0 (CoreCLR 5.0.20.27801, CoreFX 5.0.20.27801), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadActual  11: 131072 op, 221200.00 ns, 1.6876 ns/op
OverheadActual  12: 131072 op, 220800.00 ns, 1.6846 ns/op
OverheadActual  13: 131072 op, 217500.00 ns, 1.6594 ns/op
OverheadActual  14: 131072 op, 218100.00 ns, 1.6640 ns/op
OverheadActual  15: 131072 op, 234500.00 ns, 1.7891 ns/op

WorkloadWarmup   1: 131072 op, 629970000.00 ns, 4.8063 us/op
WorkloadWarmup   2: 131072 op, 639891400.00 ns, 4.8820 us/op
WorkloadWarmup   3: 131072 op, 620383600.00 ns, 4.7332 us/op
WorkloadWarmup   4: 131072 op, 623079500.00 ns, 4.7537 us/op
WorkloadWarmup   5: 131072 op, 639915000.00 ns, 4.8822 us/op
WorkloadWarmup   6: 131072 op, 617561600.00 ns, 4.7116 us/op

// BeforeActualRun
WorkloadActual   1: 131072 op, 615872500.00 ns, 4.6987 us/op
WorkloadActual   2: 131072 op, 622046300.00 ns, 4.7458 us/op
WorkloadActual   3: 131072 op, 622111800.00 ns, 4.7463 us/op
WorkloadActual   4: 131072 op, 632314000.00 ns, 4.8242 us/op
WorkloadActual   5: 131072 op, 641261800.00 ns, 4.8924 us/op
WorkloadActual   6: 131072 op, 630908700.00 ns, 4.8135 us/op
WorkloadActual   7: 131072 op, 637525000.00 ns, 4.8639 us/op
WorkloadActual   8: 131072 op, 650041800.00 ns, 4.9594 us/op
WorkloadActual   9: 131072 op, 640970200.00 ns, 4.8902 us/op
WorkloadActual  10: 131072 op, 613265400.00 ns, 4.6788 us/op
WorkloadActual  11: 131072 op, 626837100.00 ns, 4.7824 us/op
WorkloadActual  12: 131072 op, 657845200.00 ns, 5.0190 us/op
WorkloadActual  13: 131072 op, 641365200.00 ns, 4.8932 us/op
WorkloadActual  14: 131072 op, 646175200.00 ns, 4.9299 us/op
WorkloadActual  15: 131072 op, 655163500.00 ns, 4.9985 us/op
WorkloadActual  16: 131072 op, 649868700.00 ns, 4.9581 us/op
WorkloadActual  17: 131072 op, 646153400.00 ns, 4.9298 us/op
WorkloadActual  18: 131072 op, 635937400.00 ns, 4.8518 us/op

// AfterActualRun
WorkloadResult   1: 131072 op, 615653900.00 ns, 4.6971 us/op
WorkloadResult   2: 131072 op, 621827700.00 ns, 4.7442 us/op
WorkloadResult   3: 131072 op, 621893200.00 ns, 4.7447 us/op
WorkloadResult   4: 131072 op, 632095400.00 ns, 4.8225 us/op
WorkloadResult   5: 131072 op, 641043200.00 ns, 4.8908 us/op
WorkloadResult   6: 131072 op, 630690100.00 ns, 4.8118 us/op
WorkloadResult   7: 131072 op, 637306400.00 ns, 4.8623 us/op
WorkloadResult   8: 131072 op, 649823200.00 ns, 4.9578 us/op
WorkloadResult   9: 131072 op, 640751600.00 ns, 4.8885 us/op
WorkloadResult  10: 131072 op, 613046800.00 ns, 4.6772 us/op
WorkloadResult  11: 131072 op, 626618500.00 ns, 4.7807 us/op
WorkloadResult  12: 131072 op, 657626600.00 ns, 5.0173 us/op
WorkloadResult  13: 131072 op, 641146600.00 ns, 4.8916 us/op
WorkloadResult  14: 131072 op, 645956600.00 ns, 4.9283 us/op
WorkloadResult  15: 131072 op, 654944900.00 ns, 4.9968 us/op
WorkloadResult  16: 131072 op, 649650100.00 ns, 4.9564 us/op
WorkloadResult  17: 131072 op, 645934800.00 ns, 4.9281 us/op
WorkloadResult  18: 131072 op, 635718800.00 ns, 4.8501 us/op

// AfterAll
// Benchmark Process 20932 has exited with code 0

Mean = 4.858 μs, StdErr = 0.024 μs (0.49%), N = 18, StdDev = 0.100 μs
Min = 4.677 μs, Q1 = 4.788 μs, Median = 4.875 μs, Q3 = 4.928 μs, Max = 5.017 μs
IQR = 0.140 μs, LowerFence = 4.579 μs, UpperFence = 5.138 μs
ConfidenceInterval = [4.764 μs; 4.952 μs] (CI 99.9%), Margin = 0.094 μs (1.93% of Mean)
Skewness = -0.23, Kurtosis = 1.85, MValue = 2

// **************************
// Benchmark: CtorTest.'Expression.New [nocache]': DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "b11de5d8-4295-4fa1-a0f6-90ef3eddf276.dll" --benchmarkName "CtorPerformance.CtorTest.ExpressionNew" --job "Default" --benchmarkId 2 in C:\Users\jeliknes\source\repos\IQueryableExpressionExamples\CtorPerformance\bin\Release\net5.0\b11de5d8-4295-4fa1-a0f6-90ef3eddf276\bin\Release\netcoreapp5.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 5.0.0 (CoreCLR 5.0.20.27801, CoreFX 5.0.20.27801), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 290200.00 ns, 290.2000 us/op
WorkloadJitting  1: 1 op, 1708300.00 ns, 1.7083 ms/op

OverheadJitting  2: 16 op, 202100.00 ns, 12.6312 us/op
WorkloadJitting  2: 16 op, 14377300.00 ns, 898.5812 us/op

WorkloadPilot    1: 16 op, 15439000.00 ns, 964.9375 us/op
WorkloadPilot    2: 32 op, 30316000.00 ns, 947.3750 us/op
WorkloadPilot    3: 64 op, 57435300.00 ns, 897.4266 us/op
WorkloadPilot    4: 128 op, 116913100.00 ns, 913.3836 us/op
WorkloadPilot    5: 256 op, 235255200.00 ns, 918.9656 us/op
WorkloadPilot    6: 512 op, 417477700.00 ns, 815.3861 us/op
WorkloadPilot    7: 1024 op, 889238700.00 ns, 868.3972 us/op

OverheadWarmup   1: 1024 op, 5000.00 ns, 4.8828 ns/op
OverheadWarmup   2: 1024 op, 2800.00 ns, 2.7344 ns/op
OverheadWarmup   3: 1024 op, 2800.00 ns, 2.7344 ns/op
OverheadWarmup   4: 1024 op, 2400.00 ns, 2.3438 ns/op
OverheadWarmup   5: 1024 op, 2400.00 ns, 2.3438 ns/op
OverheadWarmup   6: 1024 op, 2300.00 ns, 2.2461 ns/op

OverheadActual   1: 1024 op, 2500.00 ns, 2.4414 ns/op
OverheadActual   2: 1024 op, 2400.00 ns, 2.3438 ns/op
OverheadActual   3: 1024 op, 2900.00 ns, 2.8320 ns/op
OverheadActual   4: 1024 op, 2500.00 ns, 2.4414 ns/op
OverheadActual   5: 1024 op, 2500.00 ns, 2.4414 ns/op
OverheadActual   6: 1024 op, 2600.00 ns, 2.5391 ns/op
OverheadActual   7: 1024 op, 2500.00 ns, 2.4414 ns/op
OverheadActual   8: 1024 op, 2500.00 ns, 2.4414 ns/op
OverheadActual   9: 1024 op, 2300.00 ns, 2.2461 ns/op
OverheadActual  10: 1024 op, 2400.00 ns, 2.3438 ns/op
OverheadActual  11: 1024 op, 2300.00 ns, 2.2461 ns/op
OverheadActual  12: 1024 op, 2300.00 ns, 2.2461 ns/op
OverheadActual  13: 1024 op, 2400.00 ns, 2.3438 ns/op
OverheadActual  14: 1024 op, 2300.00 ns, 2.2461 ns/op
OverheadActual  15: 1024 op, 4900.00 ns, 4.7852 ns/op
OverheadActual  16: 1024 op, 2400.00 ns, 2.3438 ns/op

WorkloadWarmup   1: 1024 op, 844011900.00 ns, 824.2304 us/op
WorkloadWarmup   2: 1024 op, 859976800.00 ns, 839.8211 us/op
WorkloadWarmup   3: 1024 op, 850788800.00 ns, 830.8484 us/op
WorkloadWarmup   4: 1024 op, 846757200.00 ns, 826.9113 us/op
WorkloadWarmup   5: 1024 op, 845134900.00 ns, 825.3271 us/op
WorkloadWarmup   6: 1024 op, 850538200.00 ns, 830.6037 us/op
WorkloadWarmup   7: 1024 op, 854829000.00 ns, 834.7939 us/op
WorkloadWarmup   8: 1024 op, 878785300.00 ns, 858.1888 us/op
WorkloadWarmup   9: 1024 op, 860764000.00 ns, 840.5898 us/op

// BeforeActualRun
WorkloadActual   1: 1024 op, 863928600.00 ns, 843.6803 us/op
WorkloadActual   2: 1024 op, 841366400.00 ns, 821.6469 us/op
WorkloadActual   3: 1024 op, 857859000.00 ns, 837.7529 us/op
WorkloadActual   4: 1024 op, 852517900.00 ns, 832.5370 us/op
WorkloadActual   5: 1024 op, 848371600.00 ns, 828.4879 us/op
WorkloadActual   6: 1024 op, 845849600.00 ns, 826.0250 us/op
WorkloadActual   7: 1024 op, 853282900.00 ns, 833.2841 us/op
WorkloadActual   8: 1024 op, 845135100.00 ns, 825.3272 us/op
WorkloadActual   9: 1024 op, 845620500.00 ns, 825.8013 us/op
WorkloadActual  10: 1024 op, 847362000.00 ns, 827.5020 us/op
WorkloadActual  11: 1024 op, 856694100.00 ns, 836.6153 us/op
WorkloadActual  12: 1024 op, 856890400.00 ns, 836.8070 us/op
WorkloadActual  13: 1024 op, 850172200.00 ns, 830.2463 us/op
WorkloadActual  14: 1024 op, 851454000.00 ns, 831.4980 us/op
WorkloadActual  15: 1024 op, 853620600.00 ns, 833.6139 us/op

// AfterActualRun
WorkloadResult   1: 1024 op, 863926150.00 ns, 843.6779 us/op
WorkloadResult   2: 1024 op, 841363950.00 ns, 821.6445 us/op
WorkloadResult   3: 1024 op, 857856550.00 ns, 837.7505 us/op
WorkloadResult   4: 1024 op, 852515450.00 ns, 832.5346 us/op
WorkloadResult   5: 1024 op, 848369150.00 ns, 828.4855 us/op
WorkloadResult   6: 1024 op, 845847150.00 ns, 826.0226 us/op
WorkloadResult   7: 1024 op, 853280450.00 ns, 833.2817 us/op
WorkloadResult   8: 1024 op, 845132650.00 ns, 825.3249 us/op
WorkloadResult   9: 1024 op, 845618050.00 ns, 825.7989 us/op
WorkloadResult  10: 1024 op, 847359550.00 ns, 827.4996 us/op
WorkloadResult  11: 1024 op, 856691650.00 ns, 836.6129 us/op
WorkloadResult  12: 1024 op, 856887950.00 ns, 836.8046 us/op
WorkloadResult  13: 1024 op, 850169750.00 ns, 830.2439 us/op
WorkloadResult  14: 1024 op, 851451550.00 ns, 831.4957 us/op
WorkloadResult  15: 1024 op, 853618150.00 ns, 833.6115 us/op

// AfterAll
// Benchmark Process 35200 has exited with code 0

Mean = 831.386 μs, StdErr = 1.503 μs (0.18%), N = 15, StdDev = 5.822 μs
Min = 821.644 μs, Q1 = 826.761 μs, Median = 831.496 μs, Q3 = 835.112 μs, Max = 843.678 μs
IQR = 8.351 μs, LowerFence = 814.234 μs, UpperFence = 847.639 μs
ConfidenceInterval = [825.162 μs; 837.610 μs] (CI 99.9%), Margin = 6.224 μs (0.75% of Mean)
Skewness = 0.3, Kurtosis = 2.24, MValue = 2

// **************************
// Benchmark: CtorTest.'Expression.New [cached]': DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "b11de5d8-4295-4fa1-a0f6-90ef3eddf276.dll" --benchmarkName "CtorPerformance.CtorTest.ExpressionNewCache" --job "Default" --benchmarkId 3 in C:\Users\jeliknes\source\repos\IQueryableExpressionExamples\CtorPerformance\bin\Release\net5.0\b11de5d8-4295-4fa1-a0f6-90ef3eddf276\bin\Release\netcoreapp5.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 5.0.0 (CoreCLR 5.0.20.27801, CoreFX 5.0.20.27801), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 249200.00 ns, 249.2000 us/op
WorkloadJitting  1: 1 op, 1618200.00 ns, 1.6182 ms/op

OverheadJitting  2: 16 op, 349100.00 ns, 21.8188 us/op
WorkloadJitting  2: 16 op, 391100.00 ns, 24.4438 us/op

WorkloadPilot    1: 16 op, 204100.00 ns, 12.7562 us/op
WorkloadPilot    2: 32 op, 339400.00 ns, 10.6062 us/op
WorkloadPilot    3: 64 op, 643300.00 ns, 10.0516 us/op
WorkloadPilot    4: 128 op, 1342400.00 ns, 10.4875 us/op
WorkloadPilot    5: 256 op, 2618600.00 ns, 10.2289 us/op
WorkloadPilot    6: 512 op, 6717600.00 ns, 13.1203 us/op
WorkloadPilot    7: 1024 op, 11744700.00 ns, 11.4694 us/op
WorkloadPilot    8: 2048 op, 22531800.00 ns, 11.0019 us/op
WorkloadPilot    9: 4096 op, 41596400.00 ns, 10.1554 us/op
WorkloadPilot   10: 8192 op, 88128000.00 ns, 10.7578 us/op
WorkloadPilot   11: 16384 op, 138108000.00 ns, 8.4294 us/op
WorkloadPilot   12: 32768 op, 214625600.00 ns, 6.5499 us/op
WorkloadPilot   13: 65536 op, 446546500.00 ns, 6.8138 us/op
WorkloadPilot   14: 131072 op, 851841300.00 ns, 6.4990 us/op

OverheadWarmup   1: 131072 op, 283500.00 ns, 2.1629 ns/op
OverheadWarmup   2: 131072 op, 211100.00 ns, 1.6106 ns/op
OverheadWarmup   3: 131072 op, 213400.00 ns, 1.6281 ns/op
OverheadWarmup   4: 131072 op, 213400.00 ns, 1.6281 ns/op
OverheadWarmup   5: 131072 op, 215500.00 ns, 1.6441 ns/op
OverheadWarmup   6: 131072 op, 211100.00 ns, 1.6106 ns/op

OverheadActual   1: 131072 op, 211200.00 ns, 1.6113 ns/op
OverheadActual   2: 131072 op, 211200.00 ns, 1.6113 ns/op
OverheadActual   3: 131072 op, 214400.00 ns, 1.6357 ns/op
OverheadActual   4: 131072 op, 217500.00 ns, 1.6594 ns/op
OverheadActual   5: 131072 op, 211100.00 ns, 1.6106 ns/op
OverheadActual   6: 131072 op, 212200.00 ns, 1.6190 ns/op
OverheadActual   7: 131072 op, 211600.00 ns, 1.6144 ns/op
OverheadActual   8: 131072 op, 212600.00 ns, 1.6220 ns/op
OverheadActual   9: 131072 op, 212800.00 ns, 1.6235 ns/op
OverheadActual  10: 131072 op, 212600.00 ns, 1.6220 ns/op
OverheadActual  11: 131072 op, 212600.00 ns, 1.6220 ns/op
OverheadActual  12: 131072 op, 212800.00 ns, 1.6235 ns/op
OverheadActual  13: 131072 op, 211100.00 ns, 1.6106 ns/op
OverheadActual  14: 131072 op, 210000.00 ns, 1.6022 ns/op
OverheadActual  15: 131072 op, 211900.00 ns, 1.6167 ns/op

WorkloadWarmup   1: 131072 op, 898590100.00 ns, 6.8557 us/op
WorkloadWarmup   2: 131072 op, 937988000.00 ns, 7.1563 us/op
